activeWindow,activeProgram,activeTab,startTime,endTime,timeSpent,mouseClicks,keyPresses,task,goal
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-11 23:58:59,2024-10-11 23:59:00,1,0,2,Create a app
Task Manager,Task Manager,Task Manager,2024-10-11 23:59:17,2024-10-11 23:59:25,8,3,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-11 23:59:25,2024-10-11 23:59:27,2,1,0,My new window
Google Chrome,,Window Activity Dashboard,2024-10-11 23:59:27,2024-10-11 23:59:31,4,2,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-11 23:59:31,2024-10-11 23:59:35,4,1,0,My new window
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-11 23:59:35,2024-10-11 23:59:36,1,1,0,My new window
Snipping Tool Overlay,Snipping Tool Overlay,Snipping Tool Overlay,2024-10-11 23:59:36,2024-10-11 23:59:38,2,1,0,My new window
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-11 23:59:38,2024-10-11 23:59:41,3,3,2,My new window
Google Chrome,,Python Active Window Tracker,2024-10-11 23:59:41,2024-10-12 00:01:34,113,1,234,My new window
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-12 00:01:34,2024-10-12 00:02:01,27,11,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:13:40,2024-10-12 00:13:46,6,6,0,
Input Error,Input Error,Input Error,2024-10-12 00:13:46,2024-10-12 00:13:48,2,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:13:48,2024-10-12 00:14:20,32,17,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:14:20,2024-10-12 00:14:22,2,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:14:22,2024-10-12 00:14:48,26,2,2,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:14:48,2024-10-12 00:14:54,6,2,6,
Task Manager,Task Manager,Task Manager,2024-10-12 00:14:54,2024-10-12 00:14:56,2,2,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:14:56,2024-10-12 00:15:06,10,5,1,
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:15:06,2024-10-12 00:16:11,65,6,15,
Task Manager,Task Manager,Task Manager,2024-10-12 00:16:11,2024-10-12 00:16:15,4,3,0,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:16:15,2024-10-12 00:16:17,2,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:16:17,2024-10-12 00:16:35,18,2,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:16:35,2024-10-12 00:16:51,16,3,29,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:16:51,2024-10-12 00:16:53,2,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:16:53,2024-10-12 00:16:56,3,2,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:16:56,2024-10-12 00:16:58,2,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:16:58,2024-10-12 00:17:30,32,2,41,My new window
Google Chrome,,(153) YouTube,2024-10-12 00:17:30,2024-10-12 00:17:57,27,1,0,My new window
Google Chrome,YouTube,(153) SRK 😂 in the great Indian Kapil Sharma show #thekapilsharmashow #shorts #trending,2024-10-12 00:17:57,2024-10-12 00:18:03,6,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 00:18:03,2024-10-12 00:19:41,98,1,0,My new window
Google Chrome,YouTube,(153) Einstein Greatest Blunder 😂 w/ Neil deGrasse Tyson,2024-10-12 00:19:41,2024-10-12 00:19:42,1,0,0,My new window
Google Chrome,,(153) YouTube,2024-10-12 00:19:42,2024-10-12 00:19:50,8,1,0,My new window
Google Chrome,YouTube,(153) SUNIL GROVER AS SALMAN KHAN 😂#comedy #sunilgrovercomedy #sunilgrover#thegreatindiankapilshow,2024-10-12 00:19:50,2024-10-12 00:20:18,28,2,0,My new window
Google Chrome,,(153) YouTube,2024-10-12 00:20:18,2024-10-12 00:20:25,7,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:20:25,2024-10-12 00:20:26,1,1,0,My new window
Google Chrome,,(153) YouTube,2024-10-12 00:20:26,2024-10-12 00:20:27,1,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:20:27,2024-10-12 00:21:25,57,6,99,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:21:25,2024-10-12 00:22:07,42,3,4,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:22:07,2024-10-12 00:22:18,11,2,14,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:22:18,2024-10-12 00:22:38,20,5,15,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:22:38,2024-10-12 00:22:39,1,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,activity.py,2024-10-12 00:22:39,2024-10-12 00:22:42,3,2,3,My new window
Visual Studio Code,PythonProjects - farhad2,● activity.py,2024-10-12 00:22:42,2024-10-12 00:22:43,1,0,3,My new window
Visual Studio Code,PythonProjects - farhad2,activity.py,2024-10-12 00:22:43,2024-10-12 00:22:50,7,2,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:26:10,2024-10-12 00:26:16,6,1,0,
Google Chrome,farhadmohammad1996@gmail.com - Gmail,Inbox,2024-10-12 00:26:16,2024-10-12 00:26:20,4,1,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:26:20,2024-10-12 00:26:22,2,1,10,
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:26:22,2024-10-12 00:26:28,6,1,6,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:26:33,2024-10-12 00:26:37,4,1,0,
Google Chrome,farhadmohammad1996@gmail.com - Gmail,Inbox,2024-10-12 00:26:37,2024-10-12 00:26:39,2,1,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:26:39,2024-10-12 00:26:43,4,2,7,
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:26:43,2024-10-12 00:26:47,4,2,7,
Google Chrome,farhadmohammad1996@gmail.com - Gmail,Inbox,2024-10-12 00:27:05,2024-10-12 00:27:06,1,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:31:03,2024-10-12 00:31:07,4,3,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:31:07,2024-10-12 00:31:12,5,1,0,My new window
Google Chrome,farhadmohammad1996@gmail.com - Gmail,Inbox,2024-10-12 00:31:12,2024-10-12 00:31:17,5,2,0,My new window
Google Chrome,farhadmohammad1996@gmail.com - Gmail,"cameranamas, catch up on moments you've missed",2024-10-12 00:31:17,2024-10-12 00:31:22,5,1,0,My new window
Google Chrome,farhadmohammad1996@gmail.com - Gmail,Inbox,2024-10-12 00:31:22,2024-10-12 00:31:27,5,3,0,My new window
Google Chrome,October 2024 - farhadmohammad1996@gmail.com - Gmail,Rhino3Dzine,2024-10-12 00:31:27,2024-10-12 00:31:28,1,0,0,My new window
Google Chrome,YouTube,"(153) ভুলেও ইরানে হা/ম/লা করবেন না, সৌদি-কাতারের হুঁ-শি-য়া-রি | News | Ekattor TV",2024-10-12 00:31:28,2024-10-12 00:31:34,6,1,0,My new window
Google Chrome,YouTube,(153) সৌদি আরব কেন ইয়েমেনে হামলা চালিয়েছিলো | Why is Saudi Arabia interested in Yemen,2024-10-12 00:31:34,2024-10-12 00:31:39,5,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 00:31:39,2024-10-12 00:31:49,10,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:31:49,2024-10-12 00:31:57,8,3,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:31:57,2024-10-12 00:32:02,5,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 00:32:02,2024-10-12 00:32:03,1,1,2,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:32:03,2024-10-12 00:32:05,2,1,3,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:32:05,2024-10-12 00:32:23,18,2,29,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:32:23,2024-10-12 00:32:31,8,2,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:32:31,2024-10-12 00:32:34,3,1,0,My new window
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-12 00:32:34,2024-10-12 00:32:35,1,1,0,My new window
Snipping Tool Overlay,Snipping Tool Overlay,Snipping Tool Overlay,2024-10-12 00:32:35,2024-10-12 00:32:37,2,1,0,My new window
Snipping Tool,Snipping Tool,Snipping Tool,2024-10-12 00:32:37,2024-10-12 00:32:40,3,2,2,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:32:40,2024-10-12 00:33:34,54,2,121,My new window
Google Chrome,YouTube,(153) সৌদি আরব কেন ইয়েমেনে হামলা চালিয়েছিলো | Why is Saudi Arabia interested in Yemen,2024-10-12 00:33:34,2024-10-12 00:33:42,8,1,0,My new window
Google Chrome,,(153) YouTube,2024-10-12 00:33:42,2024-10-12 00:33:48,6,1,0,My new window
Google Chrome,YouTube,(153) সৌদি আরব কেন ইয়েমেনে হামলা চালিয়েছিলো | Why is Saudi Arabia interested in Yemen,2024-10-12 00:33:48,2024-10-12 00:33:49,1,0,0,My new window
Google Chrome,YouTube,(153) Mohammad bin Salman: Prince With Two Faces,2024-10-12 00:33:49,2024-10-12 00:34:57,68,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:34:57,2024-10-12 00:35:17,20,2,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:35:17,2024-10-12 00:35:56,39,2,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:35:56,2024-10-12 00:36:07,11,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:36:07,2024-10-12 00:36:10,3,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:36:10,2024-10-12 00:36:21,11,3,71,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:36:21,2024-10-12 00:36:25,4,1,17,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:36:25,2024-10-12 00:36:28,3,0,2,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:36:28,2024-10-12 00:36:29,1,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:36:32,2024-10-12 00:36:43,11,4,0,
Input Error,Input Error,Input Error,2024-10-12 00:36:43,2024-10-12 00:36:45,2,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:36:45,2024-10-12 00:36:48,3,4,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:36:48,2024-10-12 00:36:50,2,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:36:50,2024-10-12 00:36:55,5,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:36:55,2024-10-12 00:36:57,2,2,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:36:57,2024-10-12 00:37:00,3,2,0,My new window
Google Chrome,YouTube,(153) Mohammad bin Salman: Prince With Two Faces,2024-10-12 00:37:00,2024-10-12 00:37:01,1,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:37:01,2024-10-12 00:37:05,4,2,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:37:05,2024-10-12 00:37:08,3,1,4,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:37:08,2024-10-12 00:37:14,6,1,21,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:37:14,2024-10-12 00:38:44,90,17,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:38:44,2024-10-12 00:38:56,12,2,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:38:56,2024-10-12 00:39:02,6,2,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:44:08,2024-10-12 00:44:15,7,2,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:44:15,2024-10-12 00:44:17,2,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:44:17,2024-10-12 00:44:18,1,1,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:44:18,2024-10-12 00:44:22,4,1,3,
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:44:22,2024-10-12 00:44:26,4,1,6,
Task Manager,Task Manager,Task Manager,2024-10-12 00:44:26,2024-10-12 00:44:27,1,1,0,
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:44:27,2024-10-12 00:44:30,3,0,5,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:44:30,2024-10-12 00:44:32,2,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:44:34,2024-10-12 00:44:43,9,5,0,
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:44:43,2024-10-12 00:44:44,1,1,0,
Task Manager,Task Manager,Task Manager,2024-10-12 00:45:30,2024-10-12 00:46:10,40,3,0,My new window
Google Chrome,YouTube,(153) Mohammad bin Salman: Prince With Two Faces,2024-10-12 00:46:10,2024-10-12 00:46:32,22,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:46:32,2024-10-12 00:46:39,7,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:46:39,2024-10-12 00:46:44,5,3,31,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:46:44,2024-10-12 00:47:06,22,0,62,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:47:06,2024-10-12 00:47:09,3,2,0,My new window
Google Chrome,YouTube,(153) Mohammad bin Salman: Prince With Two Faces,2024-10-12 00:47:09,2024-10-12 00:47:20,11,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:47:30,2024-10-12 00:47:33,3,2,0,My new window
Google Chrome,YouTube,(153) Mohammad bin Salman: Prince With Two Faces,2024-10-12 00:47:33,2024-10-12 00:47:40,7,1,0,My new window
Google Chrome,,Python Active Window Tracker,2024-10-12 00:47:40,2024-10-12 00:47:46,6,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 00:47:46,2024-10-12 00:48:01,15,1,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:48:01,2024-10-12 00:48:11,10,2,24,My new window
Visual Studio Code,PythonProjects - farhad2,● desktopApp.py,2024-10-12 00:48:11,2024-10-12 00:48:16,5,0,19,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:48:16,2024-10-12 00:48:20,4,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:54:44,2024-10-12 00:54:54,10,3,0,My new window
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 00:54:54,2024-10-12 00:54:56,2,1,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:54:56,2024-10-12 00:55:01,5,4,0,My new window
Google Chrome,,Untitled,2024-10-12 00:55:01,2024-10-12 00:55:02,1,0,0,My new window
Google Chrome,,Streamlit,2024-10-12 00:55:02,2024-10-12 00:55:03,1,0,0,My new window
Google Chrome,,Window Activity Dashboard,2024-10-12 00:55:03,2024-10-12 00:55:27,24,3,0,My new window
Task Manager,Task Manager,Task Manager,2024-10-12 00:56:07,2024-10-12 00:56:10,3,1,0,
Google Chrome,,Streamlit,2024-10-12 00:56:10,2024-10-12 00:56:11,1,0,0,
Google Chrome,,newWebApp,2024-10-12 00:56:11,2024-10-12 00:56:12,1,0,0,
Google Chrome,,Window Activity Dashboard,2024-10-12 00:56:12,2024-10-12 00:56:18,6,1,0,
Google Chrome,YouTube,(153) Stuck in the desert on a mine and met a strange man😱🫡 #army #soldier,2024-10-12 00:56:18,2024-10-12 00:56:24,6,2,0,
Task Manager,Task Manager,Task Manager,2024-10-12 06:05:56,2024-10-12 06:06:15,18,4,35,
Task Manager,Task Manager,Task Manager,2024-10-12 06:08:33,2024-10-12 06:08:37,4,2,0,Read Quran
Google Chrome,,"Part 5: The Order of the Qur'an's Revelation and the Growth of the Qur'anic Sciences | The Qur'an in Islam, its Impact and Influence on the Life of Muslims | Al-Islam.org",2024-10-12 06:08:37,2024-10-12 06:08:49,12,2,0,Read Quran
Google Chrome,October 2024 - farhadmohammad1996@gmail.com - Gmail,Rhino3Dzine,2024-10-12 06:08:49,2024-10-12 06:08:51,2,1,0,Read Quran
Google Chrome,,"Part 5: The Order of the Qur'an's Revelation and the Growth of the Qur'anic Sciences | The Qur'an in Islam, its Impact and Influence on the Life of Muslims | Al-Islam.org",2024-10-12 06:08:51,2024-10-12 06:09:59,68,6,0,Read Quran
Google Chrome,,New Tab,2024-10-12 06:09:59,2024-10-12 06:10:00,1,1,0,Read Quran
Google Chrome,Quran.com,The Noble Quran,2024-10-12 06:10:00,2024-10-12 06:10:04,4,1,0,Read Quran
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 06:10:04,2024-10-12 06:10:07,3,1,0,Read Quran
Google Chrome,Quran.com,The Noble Quran,2024-10-12 06:10:07,2024-10-12 06:10:21,14,3,0,Read Quran
Google Chrome,1-75 - Quran.com,Surah Al-Anfal,2024-10-12 06:10:21,2024-10-12 06:10:25,4,2,2,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:10:25,2024-10-12 06:16:55,390,13,303,Read Quran
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 06:16:55,2024-10-12 06:17:01,5,1,0,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:17:01,2024-10-12 06:23:08,367,25,979,Read Quran
Save As,Save As,Save As,2024-10-12 06:23:08,2024-10-12 06:23:09,1,1,0,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:23:09,2024-10-12 06:27:59,290,32,333,Read Quran
Google Chrome,,New Tab,2024-10-12 06:27:59,2024-10-12 06:28:01,2,1,0,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:28:01,2024-10-12 06:28:57,56,15,11,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:28:57,2024-10-12 06:29:02,5,1,0,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:29:02,2024-10-12 06:29:13,11,3,3,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:29:13,2024-10-12 06:29:24,11,2,22,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:29:24,2024-10-12 06:29:27,3,1,8,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:29:27,2024-10-12 06:30:47,80,8,114,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:30:47,2024-10-12 06:31:12,25,12,4,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:31:12,2024-10-12 06:31:24,12,5,2,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:31:24,2024-10-12 06:31:32,8,3,5,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:31:32,2024-10-12 06:34:46,194,6,315,Read Quran
Save As,Save As,Save As,2024-10-12 06:34:46,2024-10-12 06:34:47,1,1,0,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:34:47,2024-10-12 06:35:13,26,5,23,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:35:13,2024-10-12 06:35:30,17,5,1,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:35:30,2024-10-12 06:38:26,176,17,192,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:38:26,2024-10-12 06:38:29,3,3,0,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:38:29,2024-10-12 06:41:20,171,12,55,Read Quran
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 06:41:20,2024-10-12 06:41:21,1,1,0,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:41:21,2024-10-12 06:48:54,452,22,450,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:48:54,2024-10-12 06:49:01,7,6,2,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:49:01,2024-10-12 06:56:17,436,37,185,Read Quran
Google Chrome,,Google Translate,2024-10-12 06:56:17,2024-10-12 06:56:27,10,4,11,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 06:56:27,2024-10-12 07:02:41,374,34,536,Read Quran
Google Chrome,,Google Translate,2024-10-12 07:02:41,2024-10-12 07:02:50,9,3,6,Read Quran
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 07:02:50,2024-10-12 07:03:08,18,1,0,Read Quran
Task Manager,Task Manager,Task Manager,2024-10-12 07:03:08,2024-10-12 07:03:33,25,6,31,Eating & Others
Google Chrome,,Google Translate,2024-10-12 07:03:33,2024-10-12 07:03:35,2,1,0,Eating & Others
Visual Studio Code,PythonProjects - farhad2,desktopApp.py,2024-10-12 07:03:35,2024-10-12 07:03:46,11,2,0,Eating & Others
Visual Studio Code,PythonProjects - farhad2,active_window_log.csv,2024-10-12 07:03:46,2024-10-12 07:03:55,9,1,0,Eating & Others
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 07:03:55,2024-10-12 07:04:01,6,1,0,Eating & Others
Task Manager,Task Manager,Task Manager,2024-10-12 07:04:01,2024-10-12 07:04:06,5,1,0,Eating & Others
Google Chrome,,Streamlit,2024-10-12 07:04:06,2024-10-12 07:04:07,1,0,0,Eating & Others
Google Chrome,,webApp,2024-10-12 07:04:07,2024-10-12 07:04:10,3,0,0,Eating & Others
Google Chrome,,Window Activity Dashboard,2024-10-12 07:04:10,2024-10-12 07:06:51,161,12,0,Eating & Others
Google Chrome,1-110 - Quran.com,Surah Al-Kahf,2024-10-12 07:06:51,2024-10-12 07:06:56,5,2,0,Read Quran
Task Manager,Task Manager,Task Manager,2024-10-12 07:06:56,2024-10-12 07:07:01,5,2,0,
